loc_rowid,pl_name,pl_pnum,pl_orbper,st_dist,st_teff,pl_masse,pl_rade,pl_publ_date
2270,Kepler-170 c,2,16.66586300,754.64,5679.00,,2.860,2014-03
2271,Kepler-171 b,3,4.16697200,885.43,5642.00,,2.340,2014-03
2272,Kepler-171 c,3,11.46346200,885.43,5642.00,,2.560,2014-03
2273,Kepler-171 d,3,39.59551900,885.43,5642.00,,1.890,2014-03
2274,Kepler-172 b,4,2.94030900,848.56,5526.00,,2.350,2014-03
2275,Kepler-172 c,4,6.38899600,848.56,5526.00,,2.860,2014-03
2276,Kepler-172 d,4,14.62711900,848.56,5526.00,,2.250,2014-03
2277,Kepler-172 e,4,35.11873600,848.56,5526.00,,2.760,2014-03
2278,Kepler-173 b,2,4.26374200,853.39,6031.00,,1.290,2014-03
2279,Kepler-173 c,2,8.00577700,853.39,6031.00,,2.430,2014-03
2280,Kepler-174 b,3,13.98179000,389.07,4880.00,,1.960,2014-03
2281,Kepler-174 c,3,44.00052900,389.07,4880.00,,1.490,2014-03
2282,Kepler-174 d,3,247.35373000,389.07,4880.00,,2.190,2014-03
2283,Kepler-175 b,2,11.90351500,1363.39,6064.00,,2.560,2014-03
2284,Kepler-175 c,2,34.03525700,1363.39,6064.00,,3.100,2014-03
2285,Kepler-176 b,4,5.43307400,535.40,5232.00,,1.430,2014-03
2286,Kepler-176 c,4,12.75971200,535.40,5232.00,,2.600,2014-03
2287,Kepler-176 d,4,25.75197400,535.40,5232.00,,2.510,2014-03
2288,Kepler-176 e,4,51.16579000,535.40,5232.00,,1.450,
2289,Kepler-177 b,2,36.85500000,1497.42,5942.00,2.00000,2.900,2014-02
2290,Kepler-177 c,2,49.41200000,1497.42,5942.00,7.50000,7.100,2014-02
2291,Kepler-178 b,3,9.57669400,731.04,5676.00,,2.900,2014-03
2292,Kepler-178 c,3,20.55280200,731.04,5676.00,,2.880,2014-03
2293,Kepler-178 d,3,96.67898800,731.04,5676.00,,3.950,2014-03
2294,Kepler-179 b,2,2.73592600,616.39,5302.00,,1.640,2014-03
2295,Kepler-179 c,2,6.40013000,616.39,5302.00,,2.000,2014-03
2296,Kepler-18 b,3,3.50472500,438.51,5345.00,6.90000,2.000,2011-11
2297,Kepler-18 c,3,7.64159000,438.51,5345.00,17.30000,5.490,2011-11
2298,Kepler-18 d,3,14.85888000,438.51,5345.00,16.40000,6.980,2011-11
2299,Kepler-180 b,2,13.81712400,709.83,5731.00,,1.500,2014-03
2300,Kepler-180 c,2,41.88577500,709.83,5731.00,,3.010,2014-03
2301,Kepler-181 b,2,3.13787300,620.09,5333.00,,1.270,2014-03
2302,Kepler-181 c,2,4.30214900,620.09,5333.00,,1.990,2014-03
2303,Kepler-182 b,2,9.82579200,1621.79,6250.00,,2.580,2014-03
2304,Kepler-182 c,2,20.68434200,1621.79,6250.00,,3.430,2014-03
2305,Kepler-183 b,2,5.68794500,1082.60,5888.00,,2.060,2014-03
2306,Kepler-183 c,2,11.63707100,1082.60,5888.00,,2.270,2014-03
2307,Kepler-184 b,3,10.68757600,621.24,5788.00,,2.360,2014-03
2308,Kepler-184 c,3,20.30300500,621.24,5788.00,,1.970,2014-03
2309,Kepler-184 d,3,29.02235800,621.24,5788.00,,2.490,2014-03
2310,Kepler-185 b,2,1.63290000,473.07,5208.00,,1.170,2014-03
2311,Kepler-185 c,2,20.72904200,473.07,5208.00,,2.020,2014-03
2312,Kepler-186 b,5,3.88679070,172.00,3755.00,,1.070,2014-03
2313,Kepler-186 c,5,7.26730200,172.00,3755.00,,1.250,2014-03
2314,Kepler-186 d,5,13.34299600,172.00,3755.00,,1.400,2014-03
2315,Kepler-186 e,5,22.40770400,172.00,3755.00,,1.270,2014-03
2316,Kepler-186 f,5,129.94410000,172.00,3755.00,,1.170,2014-04
2317,Kepler-187 b,2,4.93886400,1180.86,6105.00,,1.410,2014-03
2318,Kepler-187 c,2,10.64026300,1180.86,6105.00,,2.670,2014-03
2319,Kepler-188 b,2,2.06189700,996.09,6021.00,,1.680,2014-03
2320,Kepler-188 c,2,5.99655300,996.09,6021.00,,3.190,2014-03
2321,Kepler-189 b,2,10.39993100,601.75,5235.00,,1.210,2014-03
2322,Kepler-189 c,2,20.13486600,601.75,5235.00,,2.380,2014-03
2323,Kepler-19 b,3,9.28716000,219.95,5544.00,8.40000,,2011-12
2324,Kepler-19 c,3,28.73100000,219.95,5544.00,13.10000,,2011-12
2325,Kepler-19 d,3,62.95000000,219.95,5544.00,22.50000,,
2326,Kepler-190 b,2,2.01999900,438.88,5106.00,,1.560,2014-03
2327,Kepler-190 c,2,3.76302400,438.88,5106.00,,1.460,2014-03
2328,Kepler-191 b,3,9.93963200,604.75,5282.00,,1.340,2014-03
2329,Kepler-191 c,3,17.73850600,604.75,5282.00,,1.860,2014-03
2330,Kepler-191 d,3,5.94504102,604.75,5282.00,,2.280,
2331,Kepler-192 b,3,9.92674600,664.14,5479.00,,2.740,2014-03
2332,Kepler-192 c,3,21.22340000,664.14,5479.00,,2.790,2014-03
2333,Kepler-192 d,3,6.47027579,664.14,5479.00,,1.020,
2334,Kepler-193 b,2,11.38848000,1038.87,6335.00,,2.390,2014-03
2335,Kepler-193 c,2,50.69749400,1038.87,6335.00,,2.750,2014-03
2336,Kepler-194 b,3,2.09228100,1133.48,6089.00,,1.510,2014-03
2337,Kepler-194 c,3,17.30803200,1133.48,6089.00,,2.590,2014-03
2338,Kepler-194 d,3,52.81497300,1133.48,6089.00,,2.400,2014-03
2339,Kepler-195 b,2,8.30787200,664.47,5329.00,,2.030,2014-03
2340,Kepler-195 c,2,34.09686300,664.47,5329.00,,1.550,2014-03
2341,Kepler-196 b,2,20.73988600,457.26,5128.00,,1.900,2014-03
2342,Kepler-196 c,2,47.42773700,457.26,5128.00,,2.240,2014-03
2343,Kepler-197 b,4,5.59930800,333.75,6004.00,,1.020,2014-03
2344,Kepler-197 c,4,10.34969500,333.75,6004.00,,1.230,2014-03
2345,Kepler-197 d,4,15.67756300,333.75,6004.00,,1.220,2014-03
2346,Kepler-197 e,4,25.20971500,333.75,6004.00,,0.910,2014-03
2347,Kepler-198 b,3,17.79003700,502.52,5574.00,,2.820,2014-03
2348,Kepler-198 c,3,49.56741600,502.52,5574.00,,2.470,2014-03
2349,Kepler-198 d,3,1.31184443,502.52,5574.00,,1.530,
2350,Kepler-199 b,2,23.63760400,528.99,5644.00,,3.110,2014-03
2351,Kepler-199 c,2,67.09340800,528.99,5644.00,,3.250,2014-03
2352,Kepler-20 b,6,3.69611525,284.88,5495.00,9.70000,1.868,2012-04
2353,Kepler-20 c,6,10.85409089,284.88,5495.00,12.75000,3.047,2012-04
2354,Kepler-20 d,6,77.61130017,284.88,5495.00,10.07000,2.744,2012-04
2355,Kepler-20 e,6,6.09852281,284.88,5495.00,,0.865,2012-02
2356,Kepler-20 f,6,19.57758478,284.88,5495.00,,1.003,2012-02
2357,Kepler-20 g,6,34.94000000,284.88,5495.00,,,2016-12
2358,Kepler-200 b,2,8.59480500,678.93,5678.00,,2.130,2014-03
2359,Kepler-200 c,2,10.22215700,678.93,5678.00,,1.590,2014-03
2360,Kepler-201 b,2,25.67208300,648.18,6065.00,,2.460,2014-03
2361,Kepler-201 c,2,151.88405800,648.18,6065.00,,2.850,2014-03
2362,Kepler-202 b,2,4.06942700,287.48,4668.00,,1.630,2014-03
2363,Kepler-202 c,2,16.28249300,287.48,4668.00,,1.850,2014-03
2364,Kepler-203 b,3,3.16269700,717.73,5821.00,,2.570,2014-03
2365,Kepler-203 c,3,5.37064700,717.73,5821.00,,2.470,2014-03
2366,Kepler-203 d,3,11.32972000,717.73,5821.00,,1.440,2014-03
2367,Kepler-204 b,2,14.40097400,700.59,5812.00,,2.530,2014-03
2368,Kepler-204 c,2,25.66059300,700.59,5812.00,,1.790,2014-03
2369,Kepler-205 b,2,2.75564000,160.46,4321.00,,1.510,2014-03
2370,Kepler-205 c,2,20.30654600,160.46,4321.00,,1.640,2014-03
2371,Kepler-206 b,3,7.78198700,604.81,5764.00,,1.200,2014-03
2372,Kepler-206 c,3,13.13747100,604.81,5764.00,,1.770,2014-03
2373,Kepler-206 d,3,23.44281000,604.81,5764.00,,1.190,2014-03
2374,Kepler-207 b,3,1.61186500,898.20,5920.00,,1.570,2014-03
2375,Kepler-207 c,3,3.07157100,898.20,5920.00,,1.500,2014-03
2376,Kepler-207 d,3,5.86807500,898.20,5920.00,,3.310,2014-03
2377,Kepler-208 b,4,4.22864000,793.01,6092.00,,1.630,2014-03
2378,Kepler-208 c,4,7.46662300,793.01,6092.00,,1.390,2014-03
2379,Kepler-208 d,4,11.13178600,793.01,6092.00,,1.200,2014-03
2380,Kepler-208 e,4,16.25945800,793.01,6092.00,,1.480,2014-03
2381,Kepler-209 b,2,16.08784500,586.68,5513.00,,2.260,2014-03
2382,Kepler-209 c,2,41.74988200,586.68,5513.00,,3.100,2014-03
2383,Kepler-21 b,1,2.78578000,108.86,6305.00,5.08000,1.639,2012-02
2384,Kepler-210 b,2,2.45323400,234.33,4559.00,,2.940,2014-03
2385,Kepler-210 c,2,7.97251300,234.33,4559.00,,3.620,2014-03
2386,Kepler-211 b,2,4.13857500,312.14,5123.00,,1.260,2014-03
2387,Kepler-211 c,2,6.04045000,312.14,5123.00,,1.290,2014-03
2388,Kepler-212 b,2,16.25758200,701.04,5852.00,,1.090,2014-03
2389,Kepler-212 c,2,31.80517400,701.04,5852.00,,2.740,2014-03
2390,Kepler-213 b,2,2.46236000,646.74,5696.00,,1.620,2014-03
2391,Kepler-213 c,2,4.82296200,646.74,5696.00,,2.340,2014-03
2392,Kepler-214 b,2,15.66054400,1252.07,6169.00,,2.610,2014-03
2393,Kepler-214 c,2,28.77980000,1252.07,6169.00,,2.130,2014-03
2394,Kepler-215 b,4,9.36067200,492.90,5739.00,,1.620,2014-03
2395,Kepler-215 c,4,14.66710800,492.90,5739.00,,1.770,2014-03
2396,Kepler-215 d,4,30.86442300,492.90,5739.00,,2.390,2014-03
2397,Kepler-215 e,4,68.16101000,492.90,5739.00,,1.750,2014-03
2398,Kepler-216 b,2,7.69364100,1229.44,6091.00,,2.350,2014-03
2399,Kepler-216 c,2,17.40666900,1229.44,6091.00,,3.040,2014-03
2400,Kepler-217 b,3,5.37494300,1140.95,6171.00,,2.230,2014-03
2401,Kepler-217 c,3,8.58600400,1140.95,6171.00,,1.850,2014-03
2402,Kepler-217 d,3,3.88689525,1140.95,6171.00,,1.320,
2403,Kepler-218 b,3,3.61933700,669.02,5502.00,,1.480,2014-03
2404,Kepler-218 c,3,44.69957600,669.02,5502.00,,3.140,2014-03
2405,Kepler-218 d,3,124.52446470,669.02,5502.00,,2.660,
2406,Kepler-219 b,3,4.58551200,805.30,5786.00,,2.950,2014-03
2407,Kepler-219 c,3,22.71461300,805.30,5786.00,,3.580,2014-03
2408,Kepler-219 d,3,47.90364500,805.30,5786.00,,2.810,2014-03
2409,Kepler-22 b,1,289.86230000,190.00,5518.00,36.00000,2.380,2012-02
2410,Kepler-220 b,4,4.15980700,171.96,4632.00,,0.810,2014-03
2411,Kepler-220 c,4,9.03419900,171.96,4632.00,,1.570,2014-03
2412,Kepler-220 d,4,28.12239700,171.96,4632.00,,0.980,2014-03
2413,Kepler-220 e,4,45.90273300,171.96,4632.00,,1.330,2014-03
2414,Kepler-221 b,4,2.79590600,389.55,5243.00,,1.710,2014-03
2415,Kepler-221 c,4,5.69058600,389.55,5243.00,,2.930,2014-03
2416,Kepler-221 d,4,10.04156000,389.55,5243.00,,2.730,2014-03
2417,Kepler-221 e,4,18.36991700,389.55,5243.00,,2.630,2014-03
2418,Kepler-222 b,3,3.93698100,775.61,5433.00,,3.160,2014-03
2419,Kepler-222 c,3,10.08881000,775.61,5433.00,,4.640,2014-03
2420,Kepler-222 d,3,28.08191200,775.61,5433.00,,3.690,2014-03
2421,Kepler-223 b,4,7.38449000,1960.49,,7.40000,2.990,2014-03
2422,Kepler-223 c,4,9.84564000,1960.49,,5.10000,3.440,2014-03
2423,Kepler-223 d,4,14.78869000,1960.49,,8.00000,5.240,2014-03
2424,Kepler-223 e,4,19.72567000,1960.49,,4.80000,4.600,2014-03
2425,Kepler-224 b,4,3.13292400,799.75,5018.00,,1.390,2014-03
2426,Kepler-224 c,4,5.92500300,799.75,5018.00,,3.120,2014-03
2427,Kepler-224 d,4,11.34939300,799.75,5018.00,,2.300,2014-03
2428,Kepler-224 e,4,18.64357700,799.75,5018.00,,1.970,2014-03
2429,Kepler-225 b,2,6.73897500,569.99,3682.00,,1.200,2014-03
2430,Kepler-225 c,2,18.79423400,569.99,3682.00,,1.840,2014-03
2431,Kepler-226 b,3,3.94099700,1008.14,5571.00,,1.550,2014-03
2432,Kepler-226 c,3,5.34955500,1008.14,5571.00,,2.270,2014-03
2433,Kepler-226 d,3,8.10904400,1008.14,5571.00,,1.220,2014-03
2434,Kepler-227 b,2,9.48801500,1117.50,5854.00,,3.110,2014-03
2435,Kepler-227 c,2,54.41869400,1117.50,5854.00,,3.040,2014-03
2436,Kepler-228 b,3,2.56654600,1724.60,6043.00,,1.530,2014-03
2437,Kepler-228 c,3,4.13444400,1724.60,6043.00,,2.700,2014-03
2438,Kepler-228 d,3,11.09428600,1724.60,6043.00,,4.040,2014-03
2439,Kepler-229 b,3,6.25297200,845.88,5120.00,,2.200,2014-03
2440,Kepler-229 c,3,16.06863800,845.88,5120.00,,4.920,2014-03
2441,Kepler-229 d,3,41.19491200,845.88,5120.00,,3.850,2014-03
2442,Kepler-23 b,3,7.10730000,856.34,5828.00,254.30000,1.900,2012-05
2443,Kepler-23 c,3,10.74210000,856.34,5828.00,858.10000,3.200,2012-05
2444,Kepler-23 d,3,15.27429900,856.34,5828.00,,2.200,2014-03
2445,Kepler-230 b,2,32.62555500,756.73,5588.00,,4.260,2014-03
2446,Kepler-230 c,2,91.77324200,756.73,5588.00,,2.040,2014-03
2447,Kepler-231 b,2,10.06527500,319.49,3767.00,,1.730,2014-03
2448,Kepler-231 c,2,19.27156600,319.49,3767.00,,1.930,2014-03
2449,Kepler-232 b,2,4.43122200,1402.96,5847.00,,3.080,2014-03
2450,Kepler-232 c,2,11.37934900,1402.96,5847.00,,3.830,2014-03
2451,Kepler-233 b,2,8.47238200,877.73,5360.00,,2.430,2014-03
2452,Kepler-233 c,2,60.41895500,877.73,5360.00,,2.710,2014-03
2453,Kepler-234 b,2,2.71150600,1821.01,6224.00,,3.700,2014-03
2454,Kepler-234 c,2,7.21205000,1821.01,6224.00,,3.510,2014-03
2455,Kepler-235 b,4,3.34022200,433.24,4255.00,,2.230,2014-03
2456,Kepler-235 c,4,7.82490400,433.24,4255.00,,1.280,2014-03
2457,Kepler-235 d,4,20.06054800,433.24,4255.00,,2.050,2014-03
2458,Kepler-235 e,4,46.18366900,433.24,4255.00,,2.220,2014-03
2459,Kepler-236 b,2,8.29561100,291.17,3750.00,,1.570,2014-03
2460,Kepler-236 c,2,23.96812700,291.17,3750.00,,2.000,2014-03
2461,Kepler-237 b,2,4.71510600,670.41,4861.00,,1.410,2014-03
2462,Kepler-237 c,2,8.10363600,670.41,4861.00,,2.080,2014-03
2463,Kepler-238 b,5,2.09087600,1897.73,5751.00,,1.730,2014-03
2464,Kepler-238 c,5,6.15555700,1897.73,5751.00,,2.390,2014-03
2465,Kepler-238 d,5,13.23354900,1897.73,5751.00,,3.070,2014-03
2466,Kepler-238 e,5,23.65400000,1897.73,5751.00,169.70000,5.600,2014-02
2467,Kepler-238 f,5,50.44700000,1897.73,5751.00,13.50000,2.000,2014-02
2468,Kepler-239 b,2,11.76305100,660.07,4914.00,,2.330,2014-03
2469,Kepler-239 c,2,56.22809800,660.07,4914.00,,2.510,2014-03
2470,Kepler-24 b,4,8.14530000,1195.99,5897.00,508.50000,2.400,2012-05
2471,Kepler-24 c,4,12.33350000,1195.99,5897.00,508.50000,2.800,2012-05
2472,Kepler-24 d,4,4.24438400,1195.99,5897.00,,1.670,2014-03
2473,Kepler-24 e,4,18.99835500,1195.99,5897.00,,2.780,2014-03
2474,Kepler-240 b,2,4.14449500,762.74,4985.00,,1.370,2014-03
2475,Kepler-240 c,2,7.95352800,762.74,4985.00,,2.200,2014-03
2476,Kepler-241 b,2,12.71809200,609.86,4699.00,,2.330,2014-03
2477,Kepler-241 c,2,36.06597800,609.86,4699.00,,2.570,2014-03
2478,Kepler-242 b,2,8.20395000,610.60,5020.00,,2.610,2014-03
2479,Kepler-242 c,2,14.49648100,610.60,5020.00,,2.000,2014-03
2480,Kepler-243 b,2,5.71544200,707.94,5228.00,,2.450,2014-03
2481,Kepler-243 c,2,20.02621800,707.94,5228.00,,1.990,2014-03
2482,Kepler-244 b,3,4.31179200,1067.62,5554.00,,2.760,2014-03
2483,Kepler-244 c,3,9.76729200,1067.62,5554.00,,2.050,2014-03
2484,Kepler-244 d,3,20.05040100,1067.62,5554.00,,2.310,2014-03
2485,Kepler-245 b,4,7.49019000,882.65,5100.00,,2.570,2014-03
2486,Kepler-245 c,4,17.46081200,882.65,5100.00,,2.180,2014-03
2487,Kepler-245 d,4,36.27710800,882.65,5100.00,,3.030,2014-03
2488,Kepler-245 e,4,3.21982106,882.65,5100.00,,1.750,
2489,Kepler-246 b,2,4.60182000,637.44,5206.00,,2.340,2014-03
2490,Kepler-246 c,2,11.18716100,637.44,5206.00,,1.500,2014-03
2491,Kepler-247 b,3,3.33616000,676.38,5100.00,,1.640,2014-03
2492,Kepler-247 c,3,9.43945200,676.38,5100.00,,4.090,2014-03
2493,Kepler-247 d,3,20.47791200,676.38,5100.00,,3.940,2014-03
2494,Kepler-248 b,2,6.30820500,754.65,5190.00,,3.020,2014-03
2495,Kepler-248 c,2,16.23949400,754.65,5190.00,,4.070,2014-03
2496,Kepler-249 b,3,3.30653900,191.44,3568.00,,1.090,2014-03
2497,Kepler-249 c,3,7.11370200,191.44,3568.00,,1.510,2014-03
2498,Kepler-249 d,3,15.36845900,191.44,3568.00,,1.570,2014-03
2499,Kepler-25 b,3,6.23829700,244.96,6270.00,8.70000,2.748,2012-04
2500,Kepler-25 c,3,12.72070000,244.96,6270.00,15.20000,5.217,2012-04
2501,Kepler-25 d,3,122.40000000,244.96,6270.00,71.90000,,2014-02
2502,Kepler-250 b,3,4.14814100,777.31,5160.00,,1.130,2014-03
2503,Kepler-250 c,3,7.15680400,777.31,5160.00,,2.280,2014-03
2504,Kepler-250 d,3,17.64831200,777.31,5160.00,,2.180,2014-03
2505,Kepler-251 b,4,4.79093600,948.98,5526.00,,1.330,2014-03
2506,Kepler-251 c,4,16.51404300,948.98,5526.00,,2.770,2014-03
2507,Kepler-251 d,4,30.13300100,948.98,5526.00,,2.770,2014-03
2508,Kepler-251 e,4,99.64016100,948.98,5526.00,,2.770,2014-03
2509,Kepler-252 b,2,6.66839100,383.59,4208.00,,1.230,2014-03
2510,Kepler-252 c,2,10.84846300,383.59,4208.00,,2.150,2014-03
2511,Kepler-253 b,3,3.78398600,858.93,5208.00,,1.630,2014-03
2512,Kepler-253 c,3,10.28195100,858.93,5208.00,,2.650,2014-03
2513,Kepler-253 d,3,18.11986900,858.93,5208.00,,3.170,2014-03
2514,Kepler-254 b,3,5.82666200,1446.45,5957.00,,3.870,2014-03
2515,Kepler-254 c,3,12.41218300,1446.45,5957.00,,2.150,2014-03
2516,Kepler-254 d,3,18.74647700,1446.45,5957.00,,2.500,2014-03
2517,Kepler-255 b,3,5.71460600,1084.50,5573.00,,1.550,2014-03
2518,Kepler-255 c,3,9.94604700,1084.50,5573.00,,2.990,2014-03
2519,Kepler-255 d,3,1.04562266,1084.50,5573.00,,1.320,
2520,Kepler-256 b,4,1.62049300,1057.36,5551.00,,1.590,2014-03
2521,Kepler-256 c,4,3.38802000,1057.36,5551.00,,2.150,2014-03
2522,Kepler-256 d,4,5.83917200,1057.36,5551.00,,2.480,2014-03
2523,Kepler-256 e,4,10.68157200,1057.36,5551.00,,2.350,2014-03
2524,Kepler-257 b,3,2.38266700,797.75,5180.00,,2.610,2014-03
2525,Kepler-257 c,3,6.58148400,797.75,5180.00,,5.410,2014-03
2526,Kepler-257 d,3,24.66455100,797.75,5180.00,,4.950,2014-03
2527,Kepler-258 b,2,13.19722000,585.60,4942.00,,4.060,2014-03
2528,Kepler-258 c,2,33.65307900,585.60,4942.00,,3.610,2014-03
2529,Kepler-259 b,2,8.11531700,1031.58,5938.00,,2.800,2014-03
2530,Kepler-259 c,2,36.92493100,1031.58,5938.00,,2.700,2014-03
2531,Kepler-26 b,4,12.28000000,338.55,3914.00,5.12000,2.780,2012-04
2532,Kepler-26 c,4,17.25590000,338.55,3914.00,6.20000,2.720,2012-04
2533,Kepler-26 d,4,3.54391900,338.55,3914.00,,1.070,2014-03
2534,Kepler-26 e,4,46.82791500,338.55,3914.00,,2.410,2014-03
2535,Kepler-260 b,2,8.18739900,638.85,5250.00,,2.010,2014-03
2536,Kepler-260 c,2,76.05017800,638.85,5250.00,,1.740,2014-03
2537,Kepler-261 b,2,10.38122700,320.43,5098.00,,2.180,2014-03
2538,Kepler-261 c,2,24.57085800,320.43,5098.00,,2.000,2014-03
2539,Kepler-262 b,2,13.06085500,624.08,5841.00,,1.360,2014-03
2540,Kepler-262 c,2,21.85372200,624.08,5841.00,,1.640,2014-03
2541,Kepler-263 b,2,16.56808700,771.09,5265.00,,2.670,2014-03
2542,Kepler-263 c,2,47.33277300,771.09,5265.00,,2.470,2014-03
2543,Kepler-264 b,2,40.80623100,968.15,6158.00,,3.330,2014-03
2544,Kepler-264 c,2,140.10126100,968.15,6158.00,,2.830,2014-03
2545,Kepler-265 b,4,6.84626200,1328.21,5835.00,,1.860,2014-03
2546,Kepler-265 c,4,17.02893700,1328.21,5835.00,,2.630,2014-03
2547,Kepler-265 d,4,43.13061700,1328.21,5835.00,,2.490,2014-03
2548,Kepler-265 e,4,67.83102400,1328.21,5835.00,,2.590,2014-03
2549,Kepler-266 b,2,6.61833000,1425.27,5885.00,,2.480,2014-03
2550,Kepler-266 c,2,107.72360100,1425.27,5885.00,,3.890,2014-03
2551,Kepler-267 b,3,3.35372800,267.00,4258.00,,1.980,2014-03
2552,Kepler-267 c,3,6.87745000,267.00,4258.00,,2.130,2014-03
2553,Kepler-267 d,3,28.46451500,267.00,4258.00,,2.270,2014-03
2554,Kepler-268 b,2,25.93413800,873.21,6081.00,,2.550,2014-03
2555,Kepler-268 c,2,83.44639300,873.21,6081.00,,3.380,2014-03
2556,Kepler-269 b,2,5.32671800,2418.83,5847.00,,2.470,2014-03
2557,Kepler-269 c,2,8.12789900,2418.83,5847.00,,1.690,2014-03
2558,Kepler-27 b,2,15.33480000,1075.10,5400.00,2895.31000,4.000,2012-04
2559,Kepler-27 c,2,31.33090000,1075.10,5400.00,4385.87000,4.900,2012-04
2560,Kepler-270 b,2,11.47609400,975.46,6067.00,,2.010,2014-03
2561,Kepler-270 c,2,25.26288700,975.46,6067.00,,1.770,2014-03
2562,Kepler-271 b,3,10.43547805,418.00,5555.00,,1.230,2014-03
2563,Kepler-271 c,3,7.41086267,418.00,5555.00,,0.950,2014-03
2564,Kepler-271 d,3,5.24972541,418.00,5555.00,,0.660,
2565,Kepler-272 b,3,2.97135300,912.85,5297.00,,1.430,2014-03
2566,Kepler-272 c,3,6.05734200,912.85,5297.00,,1.790,2014-03
2567,Kepler-272 d,3,10.93730400,912.85,5297.00,,2.250,2014-03
2568,Kepler-273 b,2,2.93653200,728.85,5626.00,,1.500,2014-03
2569,Kepler-273 c,2,8.01492700,728.85,5626.00,,1.980,2014-03
2570,Kepler-274 b,2,11.63478800,1385.51,6023.00,,1.540,2014-03
2571,Kepler-274 c,2,33.19786100,1385.51,6023.00,,1.840,2014-03
2572,Kepler-275 b,3,10.30068200,2155.20,6165.00,,2.340,2014-03
2573,Kepler-275 c,3,16.08813400,2155.20,6165.00,,3.380,2014-03
2574,Kepler-275 d,3,35.67606200,2155.20,6165.00,,3.330,2014-03
2575,Kepler-276 b,3,14.12841000,1181.73,6105.00,,2.870,2014-03
2576,Kepler-276 c,3,31.88400000,1181.73,6105.00,16.60000,2.900,2014-02
2577,Kepler-276 d,3,48.64800000,1181.73,6105.00,16.30000,2.800,2014-02
2578,Kepler-277 b,2,17.32400000,1004.88,5946.00,87.30000,2.920,2014-02
2579,Kepler-277 c,2,33.00600000,1004.88,5946.00,64.20000,3.360,2014-02
2580,Kepler-278 b,2,30.16054600,448.65,4991.00,,4.070,2014-03
2581,Kepler-278 c,2,51.07877500,448.65,4991.00,,3.590,2014-03
2582,Kepler-279 b,3,12.30968100,1069.20,6363.00,,3.620,2014-03
2583,Kepler-279 c,3,35.73600000,1069.20,6363.00,49.40000,4.300,2014-02
2584,Kepler-279 d,3,54.41400000,1069.20,6363.00,37.50000,3.100,2014-02
2585,Kepler-28 b,2,5.91230000,443.92,4590.00,479.90000,3.600,2012-04
2586,Kepler-28 c,2,8.98580000,443.92,4590.00,432.23000,3.400,2012-04
2587,Kepler-280 b,2,2.13954200,798.21,5744.00,,1.450,2014-03
2588,Kepler-280 c,2,4.80709100,798.21,5744.00,,2.010,2014-03
2589,Kepler-281 b,2,14.64600800,1835.00,5723.00,,2.820,2014-03
2590,Kepler-281 c,2,36.33737300,1835.00,5723.00,,5.310,2014-03
2591,Kepler-282 b,4,9.22052400,1390.97,5602.00,,1.010,2014-03
2592,Kepler-282 c,4,13.63872300,1390.97,5602.00,,1.200,2014-03
2593,Kepler-282 d,4,24.80600000,1390.97,5602.00,61.00000,2.460,2014-02
2594,Kepler-282 e,4,44.34700000,1390.97,5602.00,56.20000,3.100,2014-02
2595,Kepler-283 b,2,11.00815100,474.33,4351.00,,2.130,2014-03
2596,Kepler-283 c,2,92.74371100,474.33,4351.00,,1.820,2014-03
2597,Kepler-284 b,2,12.69914900,1062.79,5615.00,,2.240,2014-03
2598,Kepler-284 c,2,37.51445600,1062.79,5615.00,,2.610,2014-03
2599,Kepler-285 b,2,2.63386700,844.17,5411.00,,1.340,2014-03
2600,Kepler-285 c,2,6.18667600,844.17,5411.00,,1.120,2014-03
2601,Kepler-286 b,4,1.79630200,1266.68,5580.00,,1.240,2014-03
2602,Kepler-286 c,4,3.46809500,1266.68,5580.00,,1.370,2014-03
2603,Kepler-286 d,4,5.91432300,1266.68,5580.00,,1.330,2014-03
2604,Kepler-286 e,4,29.22128900,1266.68,5580.00,,1.770,2014-03
2605,Kepler-287 b,2,20.34219900,856.33,5806.00,,2.330,2014-03
2606,Kepler-287 c,2,44.85189600,856.33,5806.00,,3.260,2014-03
2607,Kepler-288 b,3,6.09732600,1236.21,5918.00,,1.670,2014-03
2608,Kepler-288 c,3,19.30577200,1236.21,5918.00,,2.850,2014-03
2609,Kepler-288 d,3,56.63374200,1236.21,5918.00,,2.670,2014-03
2610,Kepler-289 b,3,34.54500000,700.00,5990.00,7.30000,2.150,2014-03
2611,Kepler-289 c,3,125.85180000,700.00,5990.00,132.00000,11.590,2014-03
2612,Kepler-289 d,3,66.06340000,700.00,5990.00,4.00000,2.680,2014-11
2613,Kepler-29 b,2,10.33840000,851.90,5701.00,4.51000,3.350,2012-05
2614,Kepler-29 c,2,13.28840000,851.90,5701.00,4.00000,3.140,2012-05
2615,Kepler-290 b,2,14.58934700,708.55,5147.00,,2.250,2014-03
2616,Kepler-290 c,2,36.77031000,708.55,5147.00,,2.700,2014-03
2617,Kepler-291 b,2,3.54651100,1884.37,6002.00,,2.160,2014-03
2618,Kepler-291 c,2,5.70078600,1884.37,6002.00,,1.880,2014-03
2619,Kepler-292 b,5,2.58082700,1087.23,5299.00,,1.320,2014-03
2620,Kepler-292 c,5,3.71533500,1087.23,5299.00,,1.470,2014-03
2621,Kepler-292 d,5,7.05567900,1087.23,5299.00,,2.230,2014-03
