loc_rowid,pl_name,pl_pnum,pl_orbper,st_dist,st_teff,pl_masse,pl_rade,pl_publ_date
1433,Kepler-103 b,2,15.96540000,501.93,5845.00,9.70000,3.370,2014-02
1434,Kepler-103 c,2,179.61200000,501.93,5845.00,36.10000,5.140,2014-02
1435,Kepler-1030 b,1,19.32952416,795.00,4983.00,,2.480,
1436,Kepler-1031 b,1,1.22621732,741.00,6011.00,,0.870,
1437,Kepler-1032 b,1,3.29011795,607.00,4647.00,,1.870,
1438,Kepler-1033 b,1,7.56052806,1425.00,5547.00,,2.510,
1439,Kepler-1034 b,1,12.12400943,706.00,5198.00,,2.260,
1440,Kepler-1035 b,1,2.71407755,408.00,5763.00,,1.170,
1441,Kepler-1036 b,1,122.88080580,507.00,5533.00,,3.010,
1442,Kepler-1037 b,1,1.06378867,451.00,5105.00,,1.280,
1443,Kepler-1038 b,1,148.46033820,622.00,5335.00,,3.530,
1444,Kepler-1039 b,1,0.93488424,324.00,4870.00,,1.460,
1445,Kepler-104 b,3,11.42754800,405.42,5711.00,,3.100,2014-03
1446,Kepler-104 c,3,23.66820500,405.42,5711.00,,3.130,2014-03
1447,Kepler-104 d,3,51.75539400,405.42,5711.00,,3.580,2014-03
1448,Kepler-1040 b,1,201.12140000,473.00,5694.00,,2.080,
1449,Kepler-1041 b,1,24.75764210,979.00,5957.00,,2.940,
1450,Kepler-1042 b,1,10.13202575,659.00,4815.00,,2.190,
1451,Kepler-1043 b,1,38.50533980,838.00,5629.00,,2.550,
1452,Kepler-1044 b,1,6.77408868,1507.00,5985.00,,2.670,
1453,Kepler-1045 b,1,26.41045478,971.00,5301.00,,2.690,
1454,Kepler-1046 b,1,14.37508035,518.00,5913.00,,1.710,
1455,Kepler-1047 b,2,56.18868870,566.00,5754.00,,2.090,
1456,Kepler-1047 c,2,3.18897601,566.00,5754.00,,0.990,
1457,Kepler-1048 b,1,6.92101021,415.00,4651.00,,1.610,
1458,Kepler-1049 b,1,3.27346074,129.00,3864.00,,0.950,
1459,Kepler-105 b,2,5.41220000,465.33,5827.00,,4.810,2014-03
1460,Kepler-105 c,2,7.12620000,465.33,5827.00,4.60000,1.310,2014-03
1461,Kepler-1050 b,2,15.37875460,555.00,6010.00,,1.600,
1462,Kepler-1050 c,2,21.12845690,555.00,6010.00,,1.480,
1463,Kepler-1051 b,1,25.96200249,1021.00,6675.00,,3.400,
1464,Kepler-1052 b,1,34.85382760,1051.00,5888.00,,2.930,
1465,Kepler-1053 b,1,2.41435165,171.00,4529.00,,0.980,
1466,Kepler-1054 b,1,4.30655689,1050.00,6209.00,,2.630,
1467,Kepler-1055 b,1,2.29503623,422.00,5723.00,,1.230,
1468,Kepler-1056 b,1,27.49560600,971.00,6127.00,,3.010,
1469,Kepler-1057 b,1,14.08827448,1462.00,5987.00,,3.360,
1470,Kepler-1058 b,1,110.96546000,525.00,4644.00,,2.720,
1471,Kepler-1059 b,1,3.76419105,673.00,4906.00,,1.730,
1472,Kepler-106 b,4,6.16486000,449.98,5858.00,5.30000,0.820,2014-02
1473,Kepler-106 c,4,13.57080000,449.98,5858.00,10.44000,2.500,2014-02
1474,Kepler-106 d,4,23.98020000,449.98,5858.00,8.10000,0.950,2014-02
1475,Kepler-106 e,4,43.84450000,449.98,5858.00,11.17000,2.560,2014-02
1476,Kepler-1060 b,1,46.87793670,861.00,5797.00,,2.380,
1477,Kepler-1061 b,1,2.75798267,585.00,6067.00,,1.980,
1478,Kepler-1062 b,1,9.30412078,388.00,4597.00,,1.760,
1479,Kepler-1063 b,1,14.07971466,365.00,5945.00,,1.490,
1480,Kepler-1064 b,1,16.54080322,374.00,5153.00,,1.550,
1481,Kepler-1065 b,2,3.60930891,1078.00,5635.00,,3.730,
1482,Kepler-1065 c,2,2.37030743,1078.00,5635.00,,1.600,
1483,Kepler-1066 b,1,1.93155984,399.00,5762.00,,2.360,
1484,Kepler-1067 b,1,0.76212926,689.00,5592.00,,0.800,
1485,Kepler-1068 b,1,16.92344113,1532.00,5806.00,,3.630,
1486,Kepler-1069 b,1,23.89902960,435.00,5722.00,,1.600,
1487,Kepler-107 b,4,3.18002180,525.50,5854.00,3.51000,1.536,2014-03
1488,Kepler-107 c,4,4.90145200,525.50,5854.00,9.39000,1.597,2014-03
1489,Kepler-107 d,4,7.95839000,525.50,5854.00,3.80000,0.860,2014-03
1490,Kepler-107 e,4,14.74914300,525.50,5854.00,8.60000,2.903,2014-03
1491,Kepler-1070 b,1,6.22161470,1040.00,6261.00,,1.730,
1492,Kepler-1071 b,1,6.17998440,964.00,5215.00,,2.380,
1493,Kepler-1072 b,1,1.56906650,976.00,6199.00,,1.580,
1494,Kepler-1073 b,2,8.67888593,837.00,5792.00,,2.300,
1495,Kepler-1073 c,2,4.02582254,837.00,5792.00,,1.640,
1496,Kepler-1074 b,1,5.94566534,245.00,4002.00,,1.250,
1497,Kepler-1075 b,1,1.52372816,265.00,3959.00,,1.420,
1498,Kepler-1076 b,1,6.14727918,199.00,4868.00,,0.800,
1499,Kepler-1077 b,1,34.35118740,1098.00,5816.00,,2.770,
1500,Kepler-1078 b,1,3.00725242,1215.00,5612.00,,1.900,
1501,Kepler-1079 b,1,13.24503188,481.00,5758.00,,1.630,
1502,Kepler-108 b,2,49.18392100,729.00,5854.00,,8.650,2014-03
1503,Kepler-108 c,2,190.32349400,729.00,5854.00,,8.180,2014-03
1504,Kepler-1080 b,1,77.25483960,688.00,5956.00,,3.280,
1505,Kepler-1081 b,1,3.85691855,425.00,5345.00,,1.010,
1506,Kepler-1082 b,1,1.54320660,628.00,5923.00,,1.120,
1507,Kepler-1083 b,1,33.41779930,912.00,5049.00,,3.360,
1508,Kepler-1084 b,1,2.05333679,427.00,6113.00,,1.110,
1509,Kepler-1085 b,1,219.32175280,1518.00,6000.00,,7.220,
1510,Kepler-1086 b,2,18.78425728,464.00,4350.00,,2.440,
1511,Kepler-1086 c,2,161.51633450,464.00,4350.00,,2.940,
1512,Kepler-1087 b,1,0.69384285,354.00,5589.00,,0.610,
1513,Kepler-1088 b,1,23.12748644,300.00,5975.00,,1.420,
1514,Kepler-1089 b,1,5.13248562,227.00,3753.00,,1.830,
1515,Kepler-109 b,2,6.48163000,481.40,5952.00,7.30000,2.370,2014-02
1516,Kepler-109 c,2,21.22270000,481.40,5952.00,21.80000,2.520,2014-02
1517,Kepler-1090 b,1,198.68017900,702.00,5321.00,,2.250,
1518,Kepler-1091 b,1,1.43474156,915.00,5851.00,,1.460,
1519,Kepler-1092 b,1,58.60179250,914.00,5862.00,,2.070,
1520,Kepler-1093 b,2,25.08246260,848.00,6166.00,,1.950,
1521,Kepler-1093 c,2,89.72229200,848.00,6166.00,,1.960,
1522,Kepler-1094 b,1,78.10002310,1371.00,6112.00,,3.180,
1523,Kepler-1095 b,1,4.27103091,758.00,5658.00,,1.210,
1524,Kepler-1096 b,1,2.89221751,344.00,4306.00,,1.240,
1525,Kepler-1097 b,1,187.74702900,738.00,5211.00,,3.260,
1526,Kepler-1098 b,1,2.54307286,876.00,5794.00,,1.300,
1527,Kepler-1099 b,1,2.16845259,1209.00,5837.00,,2.830,
1528,Kepler-11 b,6,10.30390000,658.59,5663.00,1.90000,1.800,2011-02
1529,Kepler-11 c,6,13.02410000,658.59,5663.00,2.90000,2.870,2011-02
1530,Kepler-11 d,6,22.68450000,658.59,5663.00,7.30000,3.120,2011-02
1531,Kepler-11 e,6,31.99960000,658.59,5663.00,8.00000,4.190,2011-02
1532,Kepler-11 f,6,46.68880000,658.59,5663.00,2.00000,2.490,2011-02
1533,Kepler-11 g,6,118.38070000,658.59,5663.00,25.00000,3.330,2011-02
1534,Kepler-110 b,2,12.69111200,596.52,5960.00,,1.830,2014-03
1535,Kepler-110 c,2,31.71977500,596.52,5960.00,,2.210,2014-03
1536,Kepler-1100 b,1,6.42200058,940.00,6247.00,,1.750,
1537,Kepler-1101 b,1,81.31510590,897.00,5614.00,,2.470,
1538,Kepler-1102 b,1,51.32856230,986.00,5724.00,,2.660,
1539,Kepler-1103 b,1,19.79191978,921.00,6092.00,,2.270,
1540,Kepler-1104 b,1,5.03728015,516.00,6417.00,,1.230,
1541,Kepler-1105 b,1,4.42157218,369.00,4299.00,,2.010,
1542,Kepler-1106 b,1,1.25275217,1168.00,6104.00,,1.650,
1543,Kepler-1107 b,1,0.57103852,457.00,5268.00,,1.340,
1544,Kepler-1108 b,1,4.51005748,764.00,5406.00,,1.460,
1545,Kepler-1109 b,1,37.64673840,797.00,5893.00,,2.190,
1546,Kepler-111 b,2,3.34181500,669.92,5952.00,,1.580,2014-03
1547,Kepler-111 c,2,224.78460800,669.92,5952.00,,7.300,2014-03
1548,Kepler-1110 b,1,9.69312032,726.00,4781.00,,2.660,
1549,Kepler-1111 b,1,8.79617863,1142.00,6077.00,,2.000,
1550,Kepler-1112 b,1,14.36267939,1734.00,6496.00,,3.020,
1551,Kepler-1113 b,1,42.30049540,1127.00,5931.00,,2.810,
1552,Kepler-1114 b,1,14.97435694,427.00,5374.00,,1.350,
1553,Kepler-1115 b,1,23.55407250,935.00,8480.00,,1.700,
1554,Kepler-1116 b,1,41.69778270,1017.00,5641.00,,2.540,
1555,Kepler-1117 b,1,4.79028459,619.00,5612.00,,1.110,
1556,Kepler-1118 b,1,38.67150750,818.00,5688.00,,2.740,
1557,Kepler-1119 b,1,8.32651530,1288.00,6083.00,,1.920,
1558,Kepler-112 b,2,8.40887800,520.90,5544.00,,2.360,2014-03
1559,Kepler-112 c,2,28.57426300,520.90,5544.00,,2.400,2014-03
1560,Kepler-1120 b,1,2.94902905,635.00,4904.00,,1.380,
1561,Kepler-1121 b,1,13.15141081,529.00,6231.00,,1.910,
1562,Kepler-1122 b,1,42.19173570,924.00,5544.00,,2.040,
1563,Kepler-1123 b,1,4.33946454,796.00,5500.00,,1.670,
1564,Kepler-1124 b,1,2.85234897,177.00,3658.00,,1.280,
1565,Kepler-1125 b,1,17.67006420,910.00,5683.00,,1.840,
1566,Kepler-1126 b,1,108.59332900,668.00,5798.00,,1.730,
1567,Kepler-1127 b,1,5.12330347,996.00,5664.00,,1.960,
1568,Kepler-1128 b,1,61.61781670,1163.00,5543.00,,3.650,
1569,Kepler-1129 b,2,24.33978040,1258.00,5831.00,,2.960,
1570,Kepler-1129 c,2,76.53695860,1258.00,5831.00,,2.730,
1571,Kepler-113 b,2,4.75400000,264.35,4725.00,11.70000,1.820,2014-02
1572,Kepler-113 c,2,8.92507000,264.35,4725.00,8.70000,2.180,2014-02
1573,Kepler-1130 b,1,5.45298175,234.00,5403.00,,0.800,
1574,Kepler-1131 b,1,3.53232449,1109.00,5851.00,,1.590,
1575,Kepler-1132 b,1,62.89162280,940.00,5298.00,,2.350,
1576,Kepler-1133 b,1,11.55562343,821.00,5569.00,,1.970,
1577,Kepler-1134 b,1,17.13263989,997.00,5281.00,,2.640,
1578,Kepler-1135 b,1,76.95785700,728.00,5656.00,,1.850,
1579,Kepler-1136 b,1,2.36172433,545.00,4512.00,,1.640,
1580,Kepler-1137 b,1,23.92107910,971.00,6807.00,,2.200,
1581,Kepler-1138 b,1,3.17060005,1101.00,5582.00,,1.700,
1582,Kepler-1139 b,1,0.81316672,555.00,5550.00,,1.190,
1583,Kepler-114 b,3,5.18854900,261.49,4605.00,,1.260,2014-03
1584,Kepler-114 c,3,8.04100000,261.49,4605.00,2.80000,1.600,2014-02
1585,Kepler-114 d,3,11.77600000,261.49,4605.00,3.90000,2.530,2014-02
1586,Kepler-1140 b,1,24.08627070,657.00,4850.00,,2.770,
1587,Kepler-1141 b,1,2.34451194,365.00,5791.00,,0.820,
1588,Kepler-1142 b,1,18.30272480,697.00,5685.00,,1.470,
1589,Kepler-1143 b,2,2.88890485,632.00,5053.00,,1.670,
1590,Kepler-1143 c,2,210.63059100,632.00,5053.00,,3.600,
1591,Kepler-1144 b,1,17.14647302,1012.00,5753.00,,1.990,
1592,Kepler-1145 b,1,3.97076766,714.00,5064.00,,1.400,
1593,Kepler-1146 b,1,2.35226580,694.00,4692.00,,1.230,
1594,Kepler-1147 b,1,10.62784997,1476.00,5941.00,,2.610,
1595,Kepler-1148 b,1,1.10446351,682.00,5054.00,,1.690,
1596,Kepler-1149 b,1,3.73089898,1023.00,5833.00,,1.440,
1597,Kepler-115 b,2,2.40367900,634.97,5979.00,,1.090,2014-03
1598,Kepler-115 c,2,8.99088900,634.97,5979.00,,2.600,2014-03
1599,Kepler-1150 b,1,2.78786839,373.00,4754.00,,1.020,
1600,Kepler-1151 b,1,65.64784240,763.00,5470.00,,2.220,
1601,Kepler-1152 b,1,1.64680191,184.00,3964.00,,0.870,
1602,Kepler-1153 b,1,1.75583533,1185.00,5470.00,,1.730,
1603,Kepler-1154 b,2,5.18561420,1531.00,6327.00,,2.340,
1604,Kepler-1154 c,2,8.45808312,1531.00,6327.00,,2.360,
1605,Kepler-1155 b,1,33.46974300,987.00,5842.00,,2.030,
1606,Kepler-1156 b,1,11.89520511,759.00,5778.00,,1.320,
1607,Kepler-1157 b,1,4.45743164,346.00,4679.00,,1.090,
1608,Kepler-1158 b,1,13.53962930,1258.00,6203.00,,2.340,
1609,Kepler-1159 b,1,22.70816791,1238.00,6217.00,,2.370,
1610,Kepler-116 b,2,5.96873400,982.04,6142.00,,3.420,2014-03
1611,Kepler-116 c,2,13.07163000,982.04,6142.00,,2.300,2014-03
1612,Kepler-1160 b,1,7.97034958,1293.00,5519.00,,2.140,
1613,Kepler-1161 b,1,10.71252541,428.00,4253.00,,2.130,
1614,Kepler-1162 b,1,32.56370690,989.00,5390.00,,2.210,
1615,Kepler-1163 b,1,6.11786898,487.00,6302.00,,1.030,
1616,Kepler-1164 b,1,3.97599768,447.00,5183.00,,1.120,
1617,Kepler-1165 b,1,9.47852200,1081.00,6080.00,,1.550,
1618,Kepler-1166 b,1,33.24068820,648.00,5446.00,,1.690,
1619,Kepler-1167 b,1,1.00393374,811.00,4971.00,,1.710,
1620,Kepler-1168 b,1,55.82265390,911.00,5157.00,,2.500,
1621,Kepler-1169 b,1,6.11009134,538.00,6191.00,,0.940,
1622,Kepler-117 b,2,18.79592280,1430.00,6150.00,29.87500,8.059,2014-03
1623,Kepler-117 c,2,50.79039100,1430.00,6150.00,584.78000,12.341,2014-03
1624,Kepler-1170 b,1,9.98969327,911.00,5069.00,,2.410,
1625,Kepler-1171 b,1,1.44259224,615.00,7044.00,,2.560,
1626,Kepler-1172 b,1,26.02044230,1292.00,5558.00,,3.200,
1627,Kepler-1173 b,1,0.76985360,402.00,5252.00,,0.890,
1628,Kepler-1174 b,1,6.89225223,829.00,5936.00,,1.590,
1629,Kepler-1175 b,1,37.94563000,1244.00,5453.00,,2.990,
1630,Kepler-1176 b,1,24.17385790,1023.00,5844.00,,2.450,
1631,Kepler-1177 b,1,106.24754700,829.00,5712.00,,1.900,
1632,Kepler-1178 b,1,31.80634000,336.00,4990.00,,1.070,
1633,Kepler-1179 b,1,2.68505749,454.00,5212.00,,1.320,
1634,Kepler-118 b,2,7.51849600,583.81,5274.00,,1.960,2014-03
1635,Kepler-118 c,2,20.17202000,583.81,5274.00,,7.680,2014-03
1636,Kepler-1180 b,1,16.86012860,1284.00,6077.00,,1.990,
1637,Kepler-1181 b,1,4.89337519,867.00,6176.00,,1.570,
1638,Kepler-1182 b,1,11.17394617,1258.00,5924.00,,2.410,
1639,Kepler-1183 b,1,28.50571890,1378.00,5765.00,,2.820,
1640,Kepler-1184 b,1,53.59910440,1193.00,5983.00,,2.680,
1641,Kepler-1185 b,1,104.35189760,296.00,5622.00,,1.330,
1642,Kepler-1186 b,1,16.07677615,1112.00,5635.00,,2.230,
1643,Kepler-1187 b,1,18.87064068,1029.00,5975.00,,2.610,
1644,Kepler-1188 b,1,17.13695430,1202.00,5913.00,,2.080,
1645,Kepler-1189 b,1,3.78858982,883.00,6012.00,,1.770,
1646,Kepler-119 b,2,2.42208200,716.23,5595.00,,3.600,2014-03
1647,Kepler-119 c,2,4.12510300,716.23,5595.00,,0.920,2014-03
1648,Kepler-1190 b,1,10.45843441,384.00,4730.00,,1.330,
1649,Kepler-1191 b,1,5.60014851,876.00,5308.00,,1.510,
1650,Kepler-1192 b,1,25.20347870,1108.00,5438.00,,2.360,
1651,Kepler-1193 b,1,2.83265213,695.00,5908.00,,1.320,
1652,Kepler-1194 b,1,16.22371307,616.00,5590.00,,1.510,
1653,Kepler-1195 b,1,8.49642241,812.00,4965.00,,2.080,
1654,Kepler-1196 b,1,66.18490310,946.00,5756.00,,2.230,
1655,Kepler-1197 b,1,2.03231845,505.00,4708.00,,1.250,
1656,Kepler-1198 b,1,7.68477160,777.00,5517.00,,1.470,
1657,Kepler-1199 b,1,15.04471980,540.00,5889.00,,1.150,
1658,Kepler-12 b,1,4.43796290,904.40,5947.00,137.30256,19.661,2011-11
1659,Kepler-120 b,2,6.31250100,393.02,4096.00,,2.150,2014-03
1660,Kepler-120 c,2,12.79458500,393.02,4096.00,,1.530,2014-03
1661,Kepler-1200 b,1,1.11854972,579.00,4612.00,,1.060,
1662,Kepler-1201 b,1,15.18725932,1202.00,6177.00,,2.290,
1663,Kepler-1202 b,1,28.68513240,1393.00,5834.00,,2.940,
1664,Kepler-1203 b,1,0.58800076,269.00,4105.00,,1.060,
1665,Kepler-1204 b,1,85.73502850,1282.00,5825.00,,3.050,
1666,Kepler-1205 b,1,1.07839035,766.00,5226.00,,1.410,
1667,Kepler-1206 b,1,1.21699766,807.00,4877.00,,1.640,
1668,Kepler-1207 b,1,13.68237119,946.00,5909.00,,1.620,
1669,Kepler-1208 b,1,11.08507637,877.00,5001.00,,2.320,
1670,Kepler-1209 b,1,25.36911600,558.00,6210.00,,1.510,
1671,Kepler-121 b,2,3.17742200,518.09,5311.00,,2.340,2014-03
1672,Kepler-121 c,2,41.00801100,518.09,5311.00,,2.270,2014-03
1673,Kepler-1210 b,1,8.07124073,1155.00,5568.00,,1.700,
1674,Kepler-1211 b,1,11.01816836,1486.00,5705.00,,2.550,
1675,Kepler-1212 b,1,12.94130146,1304.00,6051.00,,2.140,
1676,Kepler-1213 b,1,5.34982412,685.00,6050.00,,1.190,
1677,Kepler-1214 b,1,18.82634264,757.00,5130.00,,2.360,
1678,Kepler-1215 b,1,4.76703963,701.00,5616.00,,1.220,
1679,Kepler-1216 b,1,4.37034536,1124.00,5743.00,,1.390,
1680,Kepler-1217 b,1,2.03232507,1363.00,5905.00,,1.990,
1681,Kepler-1218 b,1,22.92212660,667.00,5986.00,,1.440,
1682,Kepler-1219 b,1,16.10467749,622.00,5944.00,,2.120,
1683,Kepler-122 b,5,5.76619300,1058.58,6050.00,,2.340,2014-03
1684,Kepler-122 c,5,12.46598800,1058.58,6050.00,,5.870,2014-03
1685,Kepler-122 d,5,21.58747500,1058.58,6050.00,,2.200,2014-03
1686,Kepler-122 e,5,37.99327300,1058.58,6050.00,,2.600,2014-03
1687,Kepler-122 f,5,56.26800000,1058.58,6050.00,36.00000,1.750,2014-05
1688,Kepler-1220 b,1,7.42693741,958.00,5842.00,,1.520,
1689,Kepler-1221 b,1,12.00096042,909.00,5194.00,,1.880,
1690,Kepler-1222 b,1,1.91694425,455.00,5239.00,,0.790,
1691,Kepler-1223 b,1,16.30125900,455.00,4870.00,,1.220,
1692,Kepler-1224 b,1,13.32351601,578.00,6155.00,,1.330,
1693,Kepler-1225 b,1,7.01075434,1241.00,6140.00,,1.820,
1694,Kepler-1226 b,1,17.29234530,779.00,5923.00,,1.450,
1695,Kepler-1227 b,1,94.28875770,667.00,5747.00,,2.290,
1696,Kepler-1228 b,1,0.57736958,547.00,5063.00,,1.540,
1697,Kepler-1229 b,1,86.82898900,236.00,3784.00,,1.400,
1698,Kepler-123 b,2,17.23236600,1052.14,6089.00,,2.940,2014-03
1699,Kepler-123 c,2,26.69507400,1052.14,6089.00,,1.480,2014-03
1700,Kepler-1230 b,1,9.95661537,1433.00,5961.00,,2.710,
1701,Kepler-1231 b,1,10.41725184,948.00,5778.00,,1.420,
1702,Kepler-1232 b,1,26.78391830,740.00,5471.00,,1.930,
1703,Kepler-1233 b,1,45.12630420,1281.00,6198.00,,2.600,
1704,Kepler-1234 b,1,11.94014029,866.00,4967.00,,2.810,
1705,Kepler-1235 b,1,4.16055856,533.00,5541.00,,0.790,
1706,Kepler-1236 b,1,31.05716180,1078.00,5337.00,,2.140,
1707,Kepler-1237 b,1,84.57332260,1121.00,5472.00,,2.860,
1708,Kepler-1238 b,1,4.14787559,1533.00,6386.00,,1.930,
1709,Kepler-1239 b,1,5.19104016,2511.00,6564.00,,2.900,
1710,Kepler-124 b,3,3.41049300,425.19,4984.00,,0.730,2014-03
1711,Kepler-124 c,3,13.82137500,425.19,4984.00,,1.750,2014-03
1712,Kepler-124 d,3,30.95085100,425.19,4984.00,,1.110,2014-03
1713,Kepler-1240 b,1,4.86638150,614.00,5682.00,,1.150,
1714,Kepler-1241 b,1,18.55257010,936.00,5261.00,,2.630,
1715,Kepler-1242 b,1,13.62798432,682.00,4895.00,,2.260,
1716,Kepler-1243 b,1,16.83207290,877.00,5667.00,,1.750,
1717,Kepler-1244 b,1,3.70428172,764.00,6680.00,,1.350,
1718,Kepler-1245 b,2,4.35409304,861.00,5306.00,,1.440,
1719,Kepler-1245 c,2,2.93658468,861.00,5306.00,,1.440,
1720,Kepler-1246 b,1,11.32271513,435.00,4611.00,,1.360,
1721,Kepler-1247 b,1,13.71220213,1094.00,5303.00,,2.330,
1722,Kepler-1248 b,1,7.46725407,540.00,6149.00,,1.180,
1723,Kepler-1249 b,1,24.33471270,1674.00,6202.00,,2.380,
1724,Kepler-125 b,2,4.16438900,184.34,3810.00,,2.370,2014-03
1725,Kepler-125 c,2,5.77446400,184.34,3810.00,,0.740,2014-03
1726,Kepler-1250 b,1,2.60754383,1371.00,5717.00,,1.920,
1727,Kepler-1251 b,1,45.09046430,863.00,5545.00,,1.840,
1728,Kepler-1252 b,1,15.05403290,828.00,5949.00,,1.670,
1729,Kepler-1253 b,1,68.88619150,390.00,5850.00,,1.330,
1730,Kepler-1254 b,3,9.99113313,676.00,4985.00,,1.550,
1731,Kepler-1254 c,3,3.60084276,676.00,4985.00,,1.300,
1732,Kepler-1254 d,3,5.72717226,676.00,4985.00,,1.310,
1733,Kepler-1255 b,1,36.29193360,1344.00,6018.00,,2.320,
1734,Kepler-1256 b,1,12.41277540,862.00,6129.00,,1.490,
1735,Kepler-1257 b,1,2.66831376,1081.00,5502.00,,1.520,
1736,Kepler-1258 b,1,0.98494017,651.00,5839.00,,0.860,
1737,Kepler-1259 b,1,0.66308526,704.00,5053.00,,1.430,
1738,Kepler-126 b,3,10.49571100,239.03,6239.00,,1.520,2014-03
1739,Kepler-126 c,3,21.86974100,239.03,6239.00,,1.580,2014-03
1740,Kepler-126 d,3,100.28313400,239.03,6239.00,,2.500,2014-03
1741,Kepler-1260 b,1,19.11877530,1041.00,5961.00,,1.770,
1742,Kepler-1261 b,1,48.43089910,795.00,5006.00,,2.260,
1743,Kepler-1262 b,1,8.67900242,1153.00,5771.00,,1.820,
1744,Kepler-1263 b,1,4.55139967,695.00,5213.00,,1.140,
1745,Kepler-1264 b,1,0.96852602,814.00,5791.00,,1.180,
1746,Kepler-1265 b,1,6.49441289,581.00,4630.00,,1.350,
1747,Kepler-1266 b,1,28.47474800,901.00,5044.00,,2.580,
1748,Kepler-1267 b,1,13.03139450,1628.00,6096.00,,3.010,
1749,Kepler-1268 b,1,40.99039860,1406.00,5904.00,,2.030,
1750,Kepler-1269 b,1,37.33315360,710.00,5998.00,,1.630,
1751,Kepler-127 b,3,14.43588900,356.41,6106.00,,1.400,2014-03
1752,Kepler-127 c,3,29.39319500,356.41,6106.00,,2.660,2014-03
1753,Kepler-127 d,3,48.63040800,356.41,6106.00,,2.640,2014-03
1754,Kepler-1270 b,1,6.03356196,1204.00,5047.00,,3.320,
1755,Kepler-1271 b,1,3.02559550,885.00,6143.00,,1.480,
1756,Kepler-1272 b,1,51.13097040,896.00,5926.00,,2.370,
1757,Kepler-1273 b,1,28.62565300,1355.00,5566.00,,2.490,
1758,Kepler-1274 b,1,6.98152703,609.00,6179.00,,1.420,
1759,Kepler-1275 b,1,3.65691115,1280.00,6296.00,,1.480,
1760,Kepler-1276 b,1,12.57200950,587.00,6188.00,,1.190,
1761,Kepler-1277 b,1,40.83650120,606.00,5578.00,,1.600,
1762,Kepler-1278 b,1,3.23941344,743.00,6074.00,,1.010,
1763,Kepler-1279 b,1,23.47741010,1017.00,6221.00,,1.750,
1764,Kepler-128 b,2,15.09000000,400.93,,0.77000,1.430,2014-02
1765,Kepler-128 c,2,22.80400000,400.93,,0.90000,1.340,2014-02
1766,Kepler-1280 b,1,66.55790570,1006.00,6227.00,,1.870,
1767,Kepler-1281 b,1,3.11602791,1090.00,5353.00,,1.640,
1768,Kepler-1282 b,1,2.13194651,1126.00,5504.00,,1.550,
1769,Kepler-1283 b,1,12.94609780,1452.00,6175.00,,1.910,
1770,Kepler-1284 b,1,0.66407381,852.00,5123.00,,1.210,
1771,Kepler-1285 b,1,14.79674580,364.00,6170.00,,0.970,
1772,Kepler-1286 b,1,11.25402929,1150.00,5753.00,,2.150,
1773,Kepler-1287 b,1,11.47685909,1027.00,5715.00,,1.540,
1774,Kepler-1288 b,1,2.76122421,715.00,6132.00,,1.120,
1775,Kepler-1289 b,1,7.99019627,1059.00,6080.00,,1.520,
1776,Kepler-129 b,2,15.79186000,413.68,5770.00,,2.370,2014-03
1777,Kepler-129 c,2,82.20017000,413.68,5770.00,,2.550,2014-03
1778,Kepler-1290 b,1,4.69500134,1321.00,5660.00,,1.420,
1779,Kepler-1291 b,1,8.63043276,982.00,5216.00,,1.660,
1780,Kepler-1292 b,1,3.27646405,1406.00,5556.00,,1.820,
1781,Kepler-1293 b,1,5.57654784,770.00,6241.00,,0.970,
1782,Kepler-1294 b,1,115.68622580,1120.00,5776.00,,3.190,
1783,Kepler-1295 b,1,3.81371974,1257.00,5486.00,,1.550,
1784,Kepler-1296 b,1,8.38398650,631.00,5359.00,,0.910,
1785,Kepler-1297 b,1,1.68189002,996.00,5818.00,,0.970,
1786,Kepler-1298 b,1,7.12811928,498.00,6339.00,,1.310,
1787,Kepler-1299 b,1,19.94008740,1352.00,5609.00,,2.980,
1788,Kepler-130 b,3,8.45745800,319.57,5884.00,,1.020,2014-03
1789,Kepler-130 c,3,27.50868000,319.57,5884.00,,2.900,2014-03
1790,Kepler-130 d,3,87.51790500,319.57,5884.00,,1.640,2014-03
1791,Kepler-1300 b,1,22.24190920,757.00,6130.00,,1.370,
1792,Kepler-1301 b,1,9.08237046,816.00,5188.00,,1.400,
1793,Kepler-1302 b,1,8.83922659,727.00,5236.00,,1.430,
1794,Kepler-1303 b,1,7.56127224,905.00,5771.00,,1.420,
1795,Kepler-1304 b,1,16.12888530,682.00,5259.00,,2.290,
1796,Kepler-1305 b,1,13.56309720,1343.00,5701.00,,1.880,
1797,Kepler-1306 b,1,16.29595382,1130.00,5727.00,,1.910,
1798,Kepler-1307 b,1,18.01621096,1396.00,5884.00,,2.470,
1799,Kepler-1308 b,1,2.10433812,73.00,3468.00,,0.520,
1800,Kepler-1309 b,1,28.84326470,845.00,5235.00,,2.370,
1801,Kepler-131 b,2,16.09200000,230.19,5685.00,16.13000,2.410,2014-02
1802,Kepler-131 c,2,25.51690000,230.19,5685.00,8.25000,0.840,2014-02
1803,Kepler-1310 b,1,0.67933627,583.00,5549.00,,1.440,
1804,Kepler-1311 b,2,11.17269940,705.00,5748.00,,1.240,
1805,Kepler-1311 c,2,2.53573424,705.00,5748.00,,1.220,
1806,Kepler-1312 b,1,5.44832529,305.00,5719.00,,2.100,
